
---------- Begin Simulation Statistics ----------
simSeconds                                   2.765975                       # Number of seconds simulated (Second)
simTicks                                 2765974791294                       # Number of ticks simulated (Tick)
finalTick                                2765974791294                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  93316.72                       # Real time elapsed on the host (Second)
hostTickRate                                 29640719                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     831684                       # Number of bytes of host memory used (Byte)
simInsts                                   6477534310                       # Number of instructions simulated (Count)
simOps                                     9001909491                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    69415                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      96466                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           286                       # Clock period in ticks (Tick)
system.cpu.numCycles                       9671240565                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.493044                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.669773                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      9048788447                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      452                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     9040790904                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  52225                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             46879397                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          65391820                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 287                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          9671117279                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.934824                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.066383                       # Number of insts issued each cycle (Count)
system.l3bus.transDist::HardPFReq           232910329                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExReq            42500368                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExResp           42500368                       # Transaction distribution (Count)
system.l3bus.transDist::ReadSharedReq       236391917                       # Transaction distribution (Count)
system.l3bus.pktCount_system.l2cache.mem_side_port::system.l3cache.cpu_side_port    836668373                       # Packet count per connected requestor and responder (Count)
system.l3bus.pktSize_system.l2cache.mem_side_port::system.l3cache.cpu_side_port  30887375808                       # Cumulative packet size per connected requestor and responder (Byte)
system.l3bus.snoops                         382684203                       # Total snoops (Count)
system.l3bus.snoopTraffic                  4780810048                       # Total snoop traffic (Byte)
system.l3bus.snoopFanout::samples           661699919                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::mean               0.001168                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::stdev              0.034161                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::0                 660926843     99.88%     99.88% # Request fanout histogram (Count)
system.l3bus.snoopFanout::1                    773076      0.12%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::total             661699919                       # Request fanout histogram (Count)
system.l3bus.power_state.pwrStateResidencyTicks::UNDEFINED 2765974791294                       # Cumulative time (in ticks) in various power states (Tick)
system.l3bus.reqLayer0.occupancy         283226944624                       # Layer occupancy (ticks) (Tick)
system.l3bus.reqLayer0.utilization                0.1                       # Layer utilization (Ratio)
system.l3bus.respLayer0.occupancy        239289579672                       # Layer occupancy (ticks) (Tick)
system.l3bus.respLayer0.utilization               0.1                       # Layer utilization (Ratio)
system.l3bus.snoop_filter.totRequests       557956685                       # Total number of requests made to the snoop filter. (Count)
system.l3bus.snoop_filter.hitSingleRequests    278940978                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l3bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l3bus.snoop_filter.totSnoops            773076                       # Total number of snoops made to the snoop filter. (Count)
system.l3bus.snoop_filter.hitSingleSnoops       773076                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l3bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l3cache.demandHits::cpu.inst                54                       # number of demand (read+write) hits (Count)
system.l3cache.demandHits::cpu.data          41270528                       # number of demand (read+write) hits (Count)
system.l3cache.demandHits::cpu.dcache.prefetcher      5719159                       # number of demand (read+write) hits (Count)
system.l3cache.demandHits::l2cache.prefetcher    162027471                       # number of demand (read+write) hits (Count)
system.l3cache.demandHits::total            209017212                       # number of demand (read+write) hits (Count)
system.l3cache.overallHits::cpu.inst               54                       # number of overall hits (Count)
system.l3cache.overallHits::cpu.data         41270528                       # number of overall hits (Count)
system.l3cache.overallHits::cpu.dcache.prefetcher      5719159                       # number of overall hits (Count)
system.l3cache.overallHits::l2cache.prefetcher    162027471                       # number of overall hits (Count)
system.l3cache.overallHits::total           209017212                       # number of overall hits (Count)
system.l3cache.demandMisses::cpu.inst             525                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::cpu.data         4386976                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::cpu.dcache.prefetcher      5944698                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::l2cache.prefetcher     59542874                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::total           69875073                       # number of demand (read+write) misses (Count)
system.l3cache.overallMisses::cpu.inst            525                       # number of overall misses (Count)
system.l3cache.overallMisses::cpu.data        4386976                       # number of overall misses (Count)
system.l3cache.overallMisses::cpu.dcache.prefetcher      5944698                       # number of overall misses (Count)
system.l3cache.overallMisses::l2cache.prefetcher     59542874                       # number of overall misses (Count)
system.l3cache.overallMisses::total          69875073                       # number of overall misses (Count)
system.l3cache.demandMissLatency::cpu.inst     44783882                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::cpu.data 363917637906                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::cpu.dcache.prefetcher 528184915658                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::l2cache.prefetcher 4102820938477                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::total  4994968275923                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.overallMissLatency::cpu.inst     44783882                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::cpu.data 363917637906                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::cpu.dcache.prefetcher 528184915658                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::l2cache.prefetcher 4102820938477                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::total 4994968275923                       # number of overall miss ticks (Tick)
system.l3cache.demandAccesses::cpu.inst           579                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::cpu.data      45657504                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::cpu.dcache.prefetcher     11663857                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::l2cache.prefetcher    221570345                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::total        278892285                       # number of demand (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu.inst          579                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu.data     45657504                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu.dcache.prefetcher     11663857                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::l2cache.prefetcher    221570345                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::total       278892285                       # number of overall (read+write) accesses (Count)
system.l3cache.demandMissRate::cpu.inst      0.906736                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::cpu.data      0.096084                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::cpu.dcache.prefetcher     0.509668                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::l2cache.prefetcher     0.268731                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::total         0.250545                       # miss rate for demand accesses (Ratio)
system.l3cache.overallMissRate::cpu.inst     0.906736                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::cpu.data     0.096084                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::cpu.dcache.prefetcher     0.509668                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::l2cache.prefetcher     0.268731                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::total        0.250545                       # miss rate for overall accesses (Ratio)
system.l3cache.demandAvgMissLatency::cpu.inst 85302.632381                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::cpu.data 82954.098200                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::cpu.dcache.prefetcher 88849.747398                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::l2cache.prefetcher 68905.322549                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::total 71484.265582                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu.inst 85302.632381                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu.data 82954.098200                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu.dcache.prefetcher 88849.747398                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::l2cache.prefetcher 68905.322549                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::total 71484.265582                       # average overall miss latency ((Tick/Count))
system.l3cache.blockedCycles::no_mshrs        2263462                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCycles::no_wbuffers          275                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCauses::no_mshrs         211911                       # number of times access was blocked (Count)
system.l3cache.blockedCauses::no_wbuffers          142                       # number of times access was blocked (Count)
system.l3cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l3cache.avgBlocked::no_mshrs         10.681192                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3cache.avgBlocked::no_wbuffers       1.936620                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3cache.writebacks::writebacks        74700157                       # number of writebacks (Count)
system.l3cache.writebacks::total             74700157                       # number of writebacks (Count)
system.l3cache.demandMshrHits::cpu.inst            16                       # number of demand (read+write) MSHR hits (Count)
system.l3cache.demandMshrHits::cpu.data        640209                       # number of demand (read+write) MSHR hits (Count)
system.l3cache.demandMshrHits::cpu.dcache.prefetcher      1096619                       # number of demand (read+write) MSHR hits (Count)
system.l3cache.demandMshrHits::l2cache.prefetcher     29886114                       # number of demand (read+write) MSHR hits (Count)
system.l3cache.demandMshrHits::total         31622958                       # number of demand (read+write) MSHR hits (Count)
system.l3cache.overallMshrHits::cpu.inst           16                       # number of overall MSHR hits (Count)
system.l3cache.overallMshrHits::cpu.data       640209                       # number of overall MSHR hits (Count)
system.l3cache.overallMshrHits::cpu.dcache.prefetcher      1096619                       # number of overall MSHR hits (Count)
system.l3cache.overallMshrHits::l2cache.prefetcher     29886114                       # number of overall MSHR hits (Count)
system.l3cache.overallMshrHits::total        31622958                       # number of overall MSHR hits (Count)
system.l3cache.demandMshrMisses::cpu.inst          509                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::cpu.data      3746767                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::cpu.dcache.prefetcher      4848079                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::l2cache.prefetcher     29656760                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::total       38252115                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.overallMshrMisses::cpu.inst          509                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::cpu.data      3746767                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::cpu.dcache.prefetcher      4848079                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::l2cache.prefetcher     29656760                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::l3cache.prefetcher    111652942                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::total     149905057                       # number of overall MSHR misses (Count)
system.l3cache.demandMshrMissLatency::cpu.inst     40638598                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.demandMshrMissLatency::cpu.data 308678353998                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.demandMshrMissLatency::cpu.dcache.prefetcher 436168299368                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.demandMshrMissLatency::l2cache.prefetcher 2492615594704                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.demandMshrMissLatency::total 3237502886668                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::cpu.inst     40638598                       # number of overall MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::cpu.data 308678353998                       # number of overall MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::cpu.dcache.prefetcher 436168299368                       # number of overall MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::l2cache.prefetcher 2492615594704                       # number of overall MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::l3cache.prefetcher 8205352499091                       # number of overall MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::total 11442855385759                       # number of overall MSHR miss ticks (Tick)
system.l3cache.demandMshrMissRate::cpu.inst     0.879102                       # mshr miss ratio for demand accesses (Ratio)
system.l3cache.demandMshrMissRate::cpu.data     0.082062                       # mshr miss ratio for demand accesses (Ratio)
system.l3cache.demandMshrMissRate::cpu.dcache.prefetcher     0.415650                       # mshr miss ratio for demand accesses (Ratio)
system.l3cache.demandMshrMissRate::l2cache.prefetcher     0.133848                       # mshr miss ratio for demand accesses (Ratio)
system.l3cache.demandMshrMissRate::total     0.137157                       # mshr miss ratio for demand accesses (Ratio)
system.l3cache.overallMshrMissRate::cpu.inst     0.879102                       # mshr miss ratio for overall accesses (Ratio)
system.l3cache.overallMshrMissRate::cpu.data     0.082062                       # mshr miss ratio for overall accesses (Ratio)
system.l3cache.overallMshrMissRate::cpu.dcache.prefetcher     0.415650                       # mshr miss ratio for overall accesses (Ratio)
system.l3cache.overallMshrMissRate::l2cache.prefetcher     0.133848                       # mshr miss ratio for overall accesses (Ratio)
system.l3cache.overallMshrMissRate::l3cache.prefetcher          inf                       # mshr miss ratio for overall accesses (Ratio)
system.l3cache.overallMshrMissRate::total     0.537502                       # mshr miss ratio for overall accesses (Ratio)
system.l3cache.demandAvgMshrMissLatency::cpu.inst 79840.074656                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.demandAvgMshrMissLatency::cpu.data 82385.254807                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.demandAvgMshrMissLatency::cpu.dcache.prefetcher 89967.242565                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.demandAvgMshrMissLatency::l2cache.prefetcher 84048.817022                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.demandAvgMshrMissLatency::total 84635.918476                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.overallAvgMshrMissLatency::cpu.inst 79840.074656                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.overallAvgMshrMissLatency::cpu.data 82385.254807                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.overallAvgMshrMissLatency::cpu.dcache.prefetcher 89967.242565                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.overallAvgMshrMissLatency::l2cache.prefetcher 84048.817022                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.overallAvgMshrMissLatency::l3cache.prefetcher 73489.801094                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.overallAvgMshrMissLatency::total 76334.018443                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.replacements                 149773874                       # number of replacements (Count)
system.l3cache.CleanEvict.mshrMisses::writebacks          466                       # number of CleanEvict MSHR misses (Count)
system.l3cache.CleanEvict.mshrMisses::total          466                       # number of CleanEvict MSHR misses (Count)
system.l3cache.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l3cache.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l3cache.HardPFReq.mshrMisses::l3cache.prefetcher    111652942                       # number of HardPFReq MSHR misses (Count)
system.l3cache.HardPFReq.mshrMisses::total    111652942                       # number of HardPFReq MSHR misses (Count)
system.l3cache.HardPFReq.mshrMissLatency::l3cache.prefetcher 8205352499091                       # number of HardPFReq MSHR miss ticks (Tick)
system.l3cache.HardPFReq.mshrMissLatency::total 8205352499091                       # number of HardPFReq MSHR miss ticks (Tick)
system.l3cache.HardPFReq.mshrMissRate::l3cache.prefetcher          inf                       # mshr miss rate for HardPFReq accesses (Ratio)
system.l3cache.HardPFReq.mshrMissRate::total          inf                       # mshr miss rate for HardPFReq accesses (Ratio)
system.l3cache.HardPFReq.avgMshrMissLatency::l3cache.prefetcher 73489.801094                       # average HardPFReq mshr miss latency ((Tick/Count))
system.l3cache.HardPFReq.avgMshrMissLatency::total 73489.801094                       # average HardPFReq mshr miss latency ((Tick/Count))
system.l3cache.ReadExReq.hits::cpu.data      40616839                       # number of ReadExReq hits (Count)
system.l3cache.ReadExReq.hits::total         40616839                       # number of ReadExReq hits (Count)
system.l3cache.ReadExReq.misses::cpu.data      1883529                       # number of ReadExReq misses (Count)
system.l3cache.ReadExReq.misses::total        1883529                       # number of ReadExReq misses (Count)
system.l3cache.ReadExReq.missLatency::cpu.data 159004412809                       # number of ReadExReq miss ticks (Tick)
system.l3cache.ReadExReq.missLatency::total 159004412809                       # number of ReadExReq miss ticks (Tick)
system.l3cache.ReadExReq.accesses::cpu.data     42500368                       # number of ReadExReq accesses(hits+misses) (Count)
system.l3cache.ReadExReq.accesses::total     42500368                       # number of ReadExReq accesses(hits+misses) (Count)
system.l3cache.ReadExReq.missRate::cpu.data     0.044318                       # miss rate for ReadExReq accesses (Ratio)
system.l3cache.ReadExReq.missRate::total     0.044318                       # miss rate for ReadExReq accesses (Ratio)
system.l3cache.ReadExReq.avgMissLatency::cpu.data 84418.351302                       # average ReadExReq miss latency ((Tick/Count))
system.l3cache.ReadExReq.avgMissLatency::total 84418.351302                       # average ReadExReq miss latency ((Tick/Count))
system.l3cache.ReadExReq.mshrHits::cpu.data        48569                       # number of ReadExReq MSHR hits (Count)
system.l3cache.ReadExReq.mshrHits::total        48569                       # number of ReadExReq MSHR hits (Count)
system.l3cache.ReadExReq.mshrMisses::cpu.data      1834960                       # number of ReadExReq MSHR misses (Count)
system.l3cache.ReadExReq.mshrMisses::total      1834960                       # number of ReadExReq MSHR misses (Count)
system.l3cache.ReadExReq.mshrMissLatency::cpu.data 146643342087                       # number of ReadExReq MSHR miss ticks (Tick)
system.l3cache.ReadExReq.mshrMissLatency::total 146643342087                       # number of ReadExReq MSHR miss ticks (Tick)
system.l3cache.ReadExReq.mshrMissRate::cpu.data     0.043175                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3cache.ReadExReq.mshrMissRate::total     0.043175                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3cache.ReadExReq.avgMshrMissLatency::cpu.data 79916.369887                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3cache.ReadExReq.avgMshrMissLatency::total 79916.369887                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.hits::cpu.inst           54                       # number of ReadSharedReq hits (Count)
system.l3cache.ReadSharedReq.hits::cpu.data       653689                       # number of ReadSharedReq hits (Count)
system.l3cache.ReadSharedReq.hits::cpu.dcache.prefetcher      5719159                       # number of ReadSharedReq hits (Count)
system.l3cache.ReadSharedReq.hits::l2cache.prefetcher    162027471                       # number of ReadSharedReq hits (Count)
system.l3cache.ReadSharedReq.hits::total    168400373                       # number of ReadSharedReq hits (Count)
system.l3cache.ReadSharedReq.misses::cpu.inst          525                       # number of ReadSharedReq misses (Count)
system.l3cache.ReadSharedReq.misses::cpu.data      2503447                       # number of ReadSharedReq misses (Count)
system.l3cache.ReadSharedReq.misses::cpu.dcache.prefetcher      5944698                       # number of ReadSharedReq misses (Count)
system.l3cache.ReadSharedReq.misses::l2cache.prefetcher     59542874                       # number of ReadSharedReq misses (Count)
system.l3cache.ReadSharedReq.misses::total     67991544                       # number of ReadSharedReq misses (Count)
system.l3cache.ReadSharedReq.missLatency::cpu.inst     44783882                       # number of ReadSharedReq miss ticks (Tick)
system.l3cache.ReadSharedReq.missLatency::cpu.data 204913225097                       # number of ReadSharedReq miss ticks (Tick)
system.l3cache.ReadSharedReq.missLatency::cpu.dcache.prefetcher 528184915658                       # number of ReadSharedReq miss ticks (Tick)
system.l3cache.ReadSharedReq.missLatency::l2cache.prefetcher 4102820938477                       # number of ReadSharedReq miss ticks (Tick)
system.l3cache.ReadSharedReq.missLatency::total 4835963863114                       # number of ReadSharedReq miss ticks (Tick)
system.l3cache.ReadSharedReq.accesses::cpu.inst          579                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.accesses::cpu.data      3157136                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.accesses::cpu.dcache.prefetcher     11663857                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.accesses::l2cache.prefetcher    221570345                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.accesses::total    236391917                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.missRate::cpu.inst     0.906736                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::cpu.data     0.792949                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::cpu.dcache.prefetcher     0.509668                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::l2cache.prefetcher     0.268731                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::total     0.287622                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.avgMissLatency::cpu.inst 85302.632381                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.data 81852.431906                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.dcache.prefetcher 88849.747398                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::l2cache.prefetcher 68905.322549                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::total 71125.960356                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.mshrHits::cpu.inst           16                       # number of ReadSharedReq MSHR hits (Count)
system.l3cache.ReadSharedReq.mshrHits::cpu.data       591640                       # number of ReadSharedReq MSHR hits (Count)
system.l3cache.ReadSharedReq.mshrHits::cpu.dcache.prefetcher      1096619                       # number of ReadSharedReq MSHR hits (Count)
system.l3cache.ReadSharedReq.mshrHits::l2cache.prefetcher     29886114                       # number of ReadSharedReq MSHR hits (Count)
system.l3cache.ReadSharedReq.mshrHits::total     31574389                       # number of ReadSharedReq MSHR hits (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.inst          509                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.data      1911807                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.dcache.prefetcher      4848079                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::l2cache.prefetcher     29656760                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::total     36417155                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.inst     40638598                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.data 162035011911                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.dcache.prefetcher 436168299368                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::l2cache.prefetcher 2492615594704                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::total 3090859544581                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.inst     0.879102                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.data     0.605551                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.dcache.prefetcher     0.415650                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::l2cache.prefetcher     0.133848                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::total     0.154054                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.inst 79840.074656                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.data 84754.900422                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.dcache.prefetcher 89967.242565                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::l2cache.prefetcher 84048.817022                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::total 84873.723512                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.WritebackDirty.hits::writebacks    203722963                       # number of WritebackDirty hits (Count)
system.l3cache.WritebackDirty.hits::total    203722963                       # number of WritebackDirty hits (Count)
system.l3cache.WritebackDirty.accesses::writebacks    203722963                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3cache.WritebackDirty.accesses::total    203722963                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3cache.power_state.pwrStateResidencyTicks::UNDEFINED 2765974791294                       # Cumulative time (in ticks) in various power states (Tick)
system.l3cache.prefetcher.demandMshrMisses     38252115                       # demands not covered by prefetchs (Count)
system.l3cache.prefetcher.pfIssued          209962053                       # number of hwpf issued (Count)
system.l3cache.prefetcher.pfUnused             149550                       # number of HardPF blocks evicted w/o reference (Count)
system.l3cache.prefetcher.pfUseful           79880072                       # number of useful prefetch (Count)
system.l3cache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.l3cache.prefetcher.accuracy           0.380450                       # accuracy of the prefetcher (Count)
system.l3cache.prefetcher.coverage           0.676192                       # coverage brought by this prefetcher (Count)
system.l3cache.prefetcher.pfHitInCache       32118931                       # number of prefetches hitting in cache (Count)
